#{"t_start": 1763845434.2315786, "env_id": "None"}
r,l,t
-5.535,27,3705.989714
4.35,33,3706.110801
-5.605,31,3706.251491
-6.245,63,3706.486519
4.225,39,3706.629198
4.41,30,3706.742774
-5.23,12,3706.782874
4.515,25,3706.882993
-5.325,17,3706.949361
-6.3,65,3707.180068
3.855,58,3707.386476
-5.635,32,3707.494803
4.525,24,3707.572673
-5.445,23,3707.65581
-5.445,23,3707.730953
-5.48,24,3707.814423
4.86,7,3707.839288
4.525,24,3707.92057
4.495,26,3708.007949
4.14,43,3708.1522
4.55,23,3708.232894
-5.54,27,3708.32821
-5.49,25,3708.427269
-5.775,39,3708.563619
4.4,30,3708.668267
-5.605,31,3708.776406
-6.195,60,3708.977069
-5.495,25,3709.057839
-5.47,24,3709.137721
4.55,23,3709.226941
4.555,23,3709.314987
4.82,9,3709.346803
4.875,7,3709.36931
-5.3,15,3709.42199
-5.405,21,3709.496388
4.86,7,3709.522988
-5.395,20,3709.592626
-5.18,9,3709.621893
3.91,55,3709.808453
4.645,18,3709.87064
-5.295,15,3709.922458
-5.445,23,3710.000556
4.875,7,3710.02293
4.87,7,3710.046489
-5.225,12,3710.085777
4.61,20,3710.15439
-5.55,28,3710.247246
-5.735,37,3710.375647
4.545,23,3710.451659
4.37,32,3710.56872
4.42,29,3710.668393
-5.25,13,3710.716306
4.86,7,3710.744529
4.225,39,3710.891504
4.11,45,3711.046556
4.865,7,3711.071983
-5.69,35,3711.195181
-5.37,19,3711.26397
4.85,8,3711.290233
-5.36,18,3711.354673
4.305,35,3711.474226
4.48,26,3711.562329
4.815,10,3711.595666
-6.36,68,3711.843823
4.55,23,3711.919898
-5.615,31,3712.028107
4.365,32,3714.846016
-5.62,31,3714.958084
4.475,27,3715.055152
4.1,45,3715.235295
-5.4,20,3715.329293
4.845,8,3715.363467
4.43,29,3715.475739
4.47,27,3715.575702
3.735,64,3715.823511
3.675,67,3716.112945
-5.37,19,3716.18707
4.56,22,3716.275296
4.64,18,3716.343623
-6.265,64,3716.5682
3.65,68,3716.804389
-5.165,9,3716.83571
4.0,50,3717.043734
4.53,24,3717.129564
-5.135,7,3717.154125
-5.505,26,3717.241511
4.86,7,3717.268644
4.375,32,3717.377253
-5.87,44,3717.52944
3.97,52,3717.728104
4.87,7,3717.752743
-5.255,13,3717.796655
4.14,43,3717.941737
4.55,23,3718.022155
-5.485,25,3718.112222
4.425,29,3718.211904
-5.385,20,3718.285131
-5.455,23,3718.362893
-5.425,22,3718.436896
-5.345,18,3718.502517
-6.365,69,3718.740474
-5.245,13,3718.783061
-5.44,22,3718.857491
-6.23,62,3719.066593
3.96,52,3719.238149
4.555,23,3719.315536
4.19,41,3719.455766
-5.535,27,3719.545219
-5.375,19,3719.611001
3.515,75,3719.877362
-5.505,26,3719.981968
4.87,7,3720.011175
4.875,7,3720.039071
-5.585,30,3720.23296
4.445,28,3720.399451
4.42,29,3720.501713
4.015,50,3720.674734
4.875,7,3720.700095
4.865,7,3720.725359
4.36,32,3720.838782
-5.445,23,3720.914593
4.45,28,3721.016056
-5.43,22,3721.090871
4.15,43,3721.2423
4.87,7,3721.266047
4.48,26,3721.356802
-6.275,64,3721.579252
-5.5,25,3721.675024
4.28,36,3721.799647
4.57,22,3721.871136
-5.315,16,3721.924661
-5.25,13,3721.975597
-5.465,24,3722.065681
-5.425,22,3722.141347
-5.365,19,3722.204185
-5.79,40,3722.365787
4.51,25,3725.118625
4.88,6,3725.14039
4.845,8,3725.168679
4.56,22,3725.252333
3.83,59,3725.463175
4.525,24,3725.553177
4.52,24,3725.642125
-5.83,42,3725.791481
-5.425,22,3725.877709
-5.405,21,3725.959196
-5.645,33,3726.08334
-5.215,11,3726.120597
-5.325,17,3726.180044
4.36,32,3726.294034
-5.365,19,3726.36574
4.185,41,3726.520269
4.885,6,3726.544421
-5.36,18,3726.604005
4.87,7,3726.630883
-5.35,18,3726.695425
3.785,61,3726.926837
4.605,20,3727.008279
4.805,10,3727.046308
4.57,22,3727.130202
-6.5,75,3727.397045
4.49,26,3727.486839
3.69,66,3727.716545
-5.165,9,3727.747372
4.84,8,3727.774123
-5.305,16,3727.828475
-5.19,10,3727.870566
4.515,25,3727.962479
-5.595,30,3728.06111
4.245,38,3728.182324
4.36,32,3728.290423
-5.48,24,3728.384422
-5.345,18,3728.448564
-5.16,8,3728.477202
-5.645,33,3728.589276
4.88,6,3728.610238
4.875,7,3728.632998
4.825,9,3728.661307
4.86,7,3728.68733
-5.25,13,3728.733648
3.81,60,3728.939177
4.36,32,3729.044466
4.45,28,3729.138062
-5.325,17,3729.206322
-5.355,18,3729.269052
4.895,6,3729.290096
-5.44,22,3729.368992
-6.36,68,3729.595917
4.87,7,3729.62227
-5.36,18,3729.684885
4.54,23,3729.7586
4.445,28,3729.852502
-5.635,32,3729.954855
-5.355,18,3730.019663
-5.435,22,3730.091827
-5.49,25,3730.173297
4.345,33,3730.28259
-5.51,26,3730.369774
3.765,62,3730.578159
4.42,29,3730.671973
-5.595,30,3730.776644
-5.34,17,3730.833949
4.35,33,3730.94451
-5.64,32,3731.053701
-5.22,11,3731.094477
-5.37,19,3731.158314
4.21,40,3731.295403
4.505,25,3731.378115
4.885,6,3731.398674
4.17,42,3731.544299
-5.31,16,3731.601758
4.835,9,3731.631829
4.845,8,3731.659815
-6.24,62,3731.870796
4.49,26,3731.961385
-5.31,16,3732.015167
4.075,47,3732.171413
4.145,43,3734.464069
-5.515,26,3734.562615
4.555,23,3734.650129
-5.41,21,3734.728298
-5.425,22,3734.805536
4.015,50,3734.977827
3.575,72,3735.253789
-5.285,15,3735.315443
-5.465,24,3735.412794
-5.585,30,3735.545545
-5.45,23,3735.643548
-5.24,12,3735.691589
4.85,8,3735.725608
-5.26,13,3735.777963
3.95,53,3735.986768
4.445,28,3736.099727
3.775,62,3736.377577
4.82,9,3736.412746
-5.205,11,3736.457252
-5.4,20,3736.53653
-6.21,61,3736.820149
4.495,26,3737.011941
4.6,20,3737.107405
4.845,8,3737.139385
4.48,26,3737.234012
-5.365,19,3737.304372
3.88,56,3737.49671
-5.48,24,3737.579293
3.945,53,3737.769286
4.315,35,3737.890775
-5.43,22,3737.977499
4.055,48,3738.141361
-6.05,53,3738.318555
-5.26,13,3738.366153
4.34,33,3738.479197
4.29,36,3738.606708
4.205,40,3738.749481
-5.485,25,3738.840508
-5.495,25,3738.935493
4.335,34,3739.051322
-5.245,13,3739.098321
4.405,30,3739.198246
4.0,50,3739.361465
4.205,40,3739.498651
4.195,41,3739.639035
-5.935,47,3739.802988
3.63,69,3740.044179
4.845,8,3740.073353
-6.065,54,3740.278645
4.865,7,3740.3057
3.87,57,3740.505241
4.83,9,3740.534732
-5.32,16,3740.589251
-5.655,33,3740.706218
-5.65,33,3740.825112
-5.26,13,3740.871308
4.465,27,3740.964881
-5.32,16,3741.021378
4.53,24,3741.110651
-5.455,23,3741.189223
-6.01,51,3741.364098
4.025,49,3741.533548
-6.105,56,3741.740229
4.06,47,3741.90058
-5.525,27,3741.993248
4.415,30,3744.762993
-5.635,32,3744.892509
-5.675,34,3745.01529
4.865,7,3745.041193
3.785,61,3745.258305
3.735,64,3745.473168
-5.26,13,3745.521212
4.27,37,3745.650877
-5.255,13,3745.694978
-5.45,23,3745.779103
4.52,24,3745.861617
3.815,60,3746.067587
-6.37,69,3746.343753
-6.45,73,3746.596967
4.865,7,3746.623219
4.89,6,3746.643705
-5.48,24,3746.726219
3.995,51,3746.896664
3.975,52,3747.088549
4.27,37,3747.214201
-5.59,30,3747.316924
-5.495,25,3747.405782
4.875,7,3747.43063
4.35,33,3747.538492
3.955,53,3747.721809
4.35,33,3747.835458
-5.455,23,3747.920742
-5.29,15,3747.971062
4.595,21,3748.044143
4.88,6,3748.06914
4.165,42,3748.217536
-5.62,31,3748.326089
-5.125,7,3748.352487
4.59,21,3748.430521
-5.285,15,3748.479978
4.34,33,3748.591043
4.67,17,3748.651713
4.84,8,3748.679345
-5.305,16,3748.731491
3.795,61,3748.940512
-6.295,65,3749.160073
-6.455,73,3749.409473
3.66,67,3749.642153
4.13,44,3749.786636
-6.265,64,3749.994283
-5.48,24,3750.076745
4.525,24,3750.158797
4.54,23,3750.239122
4.01,50,3750.404789
4.53,24,3750.488578
-5.82,41,3750.623521
-5.265,14,3750.672227
-5.38,19,3750.733893
-5.44,22,3750.805496
-5.485,25,3750.885309
-5.45,23,3750.961857
4.86,7,3750.986254
-5.145,8,3751.01431
-5.495,25,3751.098092
4.19,41,3751.236382
-5.25,13,3751.280166
-6.565,79,3751.549515
-5.315,16,3751.604915
4.295,36,3751.741525
3.87,57,3754.483624
-5.33,17,3754.547178
4.395,31,3754.654506
-5.255,13,3754.697708
4.43,29,3754.798106
4.37,32,3754.923124
4.64,18,3754.985198
4.465,27,3755.084032
4.11,45,3755.237053
-5.335,17,3755.294376
-6.55,78,3755.545172
-5.575,29,3755.655194
4.55,23,3755.740236
3.805,60,3755.95246
4.56,22,3756.029952
-5.32,16,3756.090419
-5.56,28,3756.189102
-5.395,20,3756.271501
4.875,7,3756.299321
-5.5,25,3756.391305
4.895,6,3756.413921
4.385,31,3756.565719
4.355,33,3756.806873
3.915,55,3757.008814
-5.38,19,3757.079833
3.825,59,3757.286844
4.57,22,3757.361083
-5.185,10,3757.395148
4.415,30,3757.516366
-5.305,16,3757.582233
4.6,20,3757.653041
4.205,40,3757.80899
4.19,41,3757.980469
4.34,33,3758.09028
-5.505,26,3758.181267
4.29,36,3758.307473
-5.325,17,3758.379443
3.43,79,3758.672977
4.445,28,3758.775171
4.54,23,3758.848789
-6.255,63,3759.056773
4.28,36,3759.179799
4.87,7,3759.203583
3.875,57,3759.398634
-5.765,39,3759.524328
4.35,33,3759.633411
-5.48,24,3759.711793
4.015,50,3759.892642
-5.66,33,3760.035128
4.86,7,3760.06363
4.545,23,3760.157402
4.6,20,3760.233406
4.465,27,3760.340373
-6.485,75,3760.654009
-5.49,25,3760.736272
4.5,25,3760.8407
-5.17,9,3760.87511
4.425,29,3760.979064
-5.13,7,3761.00661
4.355,33,3761.152492
-5.44,22,3761.232744
-5.44,22,3761.311896
-5.17,9,3761.345428
4.41,30,3761.455983
4.53,24,3761.545664
-5.17,9,3761.579325
4.355,33,3761.70895
3.715,65,3761.930137
4.445,28,3764.053544
4.6,20,3764.127725
-5.625,32,3764.233567
-5.45,23,3764.305347
3.89,56,3764.504861
4.025,49,3764.662001
-5.395,20,3764.730467
3.97,52,3764.902397
-5.48,24,3764.990253
4.86,7,3765.017124
-5.34,17,3765.102547
3.98,51,3765.271148
-5.49,25,3765.35447
4.395,31,3765.45262
4.535,24,3765.53165
4.89,6,3765.553177
3.865,57,3765.762386
-5.41,21,3765.831989
-5.615,31,3765.935693
-5.815,41,3766.077417
4.525,24,3766.155713
4.04,48,3766.32609
4.405,30,3766.430172
-5.385,20,3766.493966
-5.895,45,3766.654933
3.86,57,3766.851258
-5.63,32,3766.958825
-5.205,11,3766.995334
-5.46,23,3767.069174
-5.405,21,3767.139665
-5.605,31,3767.257737
-5.35,18,3767.317854
-5.385,20,3767.382462
4.83,9,3767.412327
-5.22,11,3767.451018
4.845,8,3767.4774
-5.46,23,3767.554839
3.675,67,3767.767928
-5.31,16,3767.822512
3.665,67,3768.035273
4.125,44,3768.180545
-5.425,22,3768.253768
4.85,8,3768.282158
-5.57,29,3768.375944
4.9,5,3768.392676
4.37,32,3768.495887
4.5,25,3768.579762
4.36,32,3768.69245
4.19,41,3768.829158
-5.465,24,3768.907656
-5.6,30,3769.008801
-5.22,11,3769.044241
-5.74,37,3769.16165
4.385,31,3769.261724
-5.635,32,3769.368047
4.505,25,3769.452386
3.79,61,3769.661361
4.615,20,3769.725465
-5.47,24,3769.799929
-6.08,54,3769.987317
-5.405,21,3770.05332
-5.37,19,3770.116477
4.885,6,3770.137538
-5.515,26,3770.225166
4.47,27,3770.3126
3.64,68,3770.534594
4.155,43,3770.681073
-5.345,18,3770.73931
-5.46,23,3770.819975
-6.295,65,3773.432127
-5.48,24,3773.522401
4.83,9,3773.555765
-5.495,25,3773.637247
4.37,32,3773.782583
-5.975,49,3773.949714
4.305,35,3774.080107
4.25,38,3774.224428
-5.495,25,3774.307701
-5.485,25,3774.390404
4.61,20,3774.45476
4.445,28,3774.543396
-5.37,19,3774.602511
-5.315,16,3774.655453
-5.335,17,3774.713664
4.435,29,3774.816763
-5.445,23,3774.893584
-5.295,15,3774.943563
4.265,37,3775.069928
-5.475,24,3775.150845
4.615,20,3775.217298
4.005,50,3775.382615
4.875,7,3775.406308
4.025,49,3775.573011
4.56,22,3775.650812
3.835,59,3775.866126
4.58,21,3775.945581
-6.115,56,3776.131814
-5.41,21,3776.198932
-6.3,65,3776.444246
4.235,39,3776.600481
4.185,41,3776.7568
-5.785,40,3776.885323
-5.585,30,3776.994262
4.145,43,3777.149733
-5.14,7,3777.177363
4.09,46,3777.351252
-5.285,15,3777.405914
4.405,30,3777.658318
4.42,29,3777.781152
4.4,30,3777.891668
-5.41,21,3777.966871
4.035,49,3778.134647
4.555,23,3778.211405
4.33,34,3778.319512
4.56,22,3778.398514
-5.815,41,3778.540357
-5.44,22,3778.619554
4.195,41,3778.763718
-5.635,32,3778.870773
-5.825,42,3779.004492
4.865,7,3779.027784
-5.275,14,3779.074423
-5.225,12,3779.11378
4.615,20,3779.180489
4.84,8,3779.215151
4.595,21,3779.283411
4.19,41,3779.422144
4.535,24,3779.510448
3.79,61,3779.741562
-5.43,22,3779.838926
-5.585,30,3779.95361
3.675,67,3780.194435
-5.48,24,3780.276128
3.445,78,3780.536818
4.525,24,3780.622002
-5.4,20,3783.263426
4.65,18,3783.33504
4.485,26,3783.429065
-5.575,29,3783.527582
4.485,26,3783.612213
3.85,58,3783.810076
-6.295,65,3784.022008
4.34,33,3784.138816
-5.47,24,3784.215297
-5.16,8,3784.243232
-6.33,67,3784.458924
-5.45,23,3784.534405
4.83,9,3784.564387
-5.39,20,3784.629338
-6.54,77,3784.887117
4.43,29,3784.980593
-6.28,64,3785.195102
-5.435,22,3785.268892
-5.47,24,3785.346923
3.675,67,3785.583347
4.445,28,3785.680831
-5.205,11,3785.715977
3.685,66,3785.972883
-5.535,27,3786.066436
-5.39,20,3786.132014
4.385,31,3786.237301
4.85,8,3786.264558
4.47,27,3786.362168
-5.305,16,3786.414883
4.54,23,3786.492646
-5.385,20,3786.561334
-5.195,10,3786.609842
4.82,9,3786.6576
4.365,32,3786.764563
4.85,8,3786.791485
-5.38,19,3786.85439
3.98,51,3787.016483
-5.43,22,3787.087286
-5.42,21,3787.154401
4.25,38,3787.279272
4.85,8,3787.305747
4.89,6,3787.326934
4.05,48,3787.486274
4.09,46,3787.639851
-5.245,13,3787.684031
4.375,32,3787.790781
4.895,6,3787.813741
4.32,34,3787.945127
4.38,31,3788.054458
-5.14,7,3788.079761
4.61,20,3788.150715
4.505,25,3788.233473
-6.47,74,3788.4744
4.575,22,3788.548866
-5.455,23,3788.626998
4.595,21,3788.696738
-5.79,40,3788.825103
-5.465,24,3788.901767
3.795,61,3789.095425
4.31,35,3789.207331
-5.325,17,3789.263367
4.865,7,3789.289836
-5.4,20,3789.363678
4.87,7,3789.398952
4.555,23,3789.491555
4.88,6,3789.512201
4.2,40,3789.660032
4.86,7,3789.686227
4.445,28,3789.784152
-5.62,31,3789.892884
4.865,7,3789.9178
4.135,44,3790.081544
-5.485,25,3790.175429
3.8,60,3793.525354
4.615,20,3793.656634
3.455,78,3793.948662
4.315,35,3794.086081
4.235,39,3794.232181
3.68,66,3794.461205
-5.525,27,3794.55218
-5.165,9,3794.583219
-5.255,13,3794.629092
-5.465,24,3794.717276
4.56,22,3794.802327
4.53,24,3794.880402
4.815,10,3794.915983
-5.305,16,3794.967932
-5.66,33,3795.077473
4.875,7,3795.100974
-5.44,22,3795.17691
4.86,7,3795.201776
4.15,43,3795.337418
-5.505,26,3795.422695
-5.29,15,3795.473973
-5.23,12,3795.517881
-5.42,21,3795.591599
-5.28,14,3795.641742
-5.575,29,3795.736366
-5.285,15,3795.268171
4.215,40,3795.395314
4.56,22,3795.472299
4.335,34,3795.583575
3.77,62,3795.815543
-5.245,13,3795.861494
4.6,20,3795.948521
4.525,24,3796.047933
4.51,25,3796.137033
4.375,32,3796.254179
-5.455,23,3796.341408
-5.395,20,3796.417625
3.85,58,3796.640943
-5.67,34,3796.782149
-5.31,16,3796.839241
4.325,34,3796.963823
-5.415,21,3797.0405
-5.77,39,3797.184843
4.37,32,3797.293346
4.6,20,3797.365423
4.84,8,3797.393864
-0.675,34,3797.506567
-5.17,9,3797.539704
-6.69,85,3797.830035
-6.335,67,3798.065977
-6.045,53,3798.252311
4.015,50,3798.420081
-5.455,23,3798.499514
4.225,39,3798.628726
-5.57,29,3798.726001
4.88,6,3798.747938
4.48,26,3798.849698
-5.28,14,3798.900507
4.475,27,3798.993384
3.86,57,3799.189541
3.855,58,3799.388879
3.85,58,3799.585381
3.91,55,3799.769627
4.425,29,3799.863989
4.87,7,3799.888013
-5.595,30,3799.992213
4.56,22,3800.065619
4.875,7,3800.093937
4.835,9,3800.125321
-5.24,12,3800.167575
4.425,29,3802.869038
-5.505,26,3802.956852
-5.3,15,3803.006406
-5.5,25,3803.103373
4.3,35,3803.22964
-5.59,30,3803.335433
4.595,21,3803.423926
-5.29,15,3803.481656
-5.375,19,3803.547726
-5.35,18,3803.613809
3.795,61,3803.828552
3.96,52,3804.00188
-5.49,25,3804.085351
4.505,25,3804.171951
-5.505,26,3804.259852
-5.78,39,3804.386312
-6.225,62,3804.600789
-5.45,23,3804.677149
4.38,31,3804.782326
4.155,43,3804.935338
-5.595,30,3805.036403
4.87,7,3805.060228
4.86,7,3805.08593
4.465,27,3805.176292
-5.4,20,3805.244162
-5.265,14,3805.294746
-5.685,35,3805.406214
-5.515,26,3805.495265
4.58,21,3805.580508
-6.28,64,3805.806271
3.8,60,3806.015142
-5.425,22,3806.089927
3.67,67,3806.315022
-5.37,19,3806.37932
-5.585,30,3806.4792
-6.3,65,3806.694577
4.475,27,3806.787925
4.475,27,3806.880862
-5.285,15,3806.929959
-6.545,78,3807.246177
-5.345,18,3807.380364
4.11,45,3807.557678
4.35,33,3807.663495
4.315,35,3807.783864
-5.535,27,3807.87368
4.885,6,3807.897054
4.23,39,3808.044771
4.87,7,3808.073099
4.455,28,3808.173026
4.515,25,3808.260009
-6.33,67,3808.482133
4.21,40,3808.612046
-5.425,22,3808.693637
4.39,31,3808.795359
4.11,45,3808.946841
4.34,33,3809.053964
-5.655,33,3809.166931
-5.715,36,3809.284089
-5.27,14,3809.335135
4.225,39,3809.462691
4.86,7,3809.488413
-6.04,52,3809.65619
4.845,8,3809.684656
4.38,31,3809.7859
3.965,52,3812.451388
4.0,50,3812.6189
-5.265,14,3812.666544
-6.52,76,3812.960711
4.615,20,3813.02811
4.405,30,3813.133635
4.415,30,3813.231827
4.16,42,3813.376085
4.865,7,3813.401457
4.39,31,3813.504708
4.625,19,3813.576091
-5.31,16,3813.638227
4.83,9,3813.669309
4.51,25,3813.759197
4.085,46,3813.923132
-5.305,16,3813.977566
3.68,66,3814.213117
4.505,25,3814.297531
4.85,8,3814.324825
4.385,31,3814.433124
4.87,7,3814.460275
-5.295,15,3814.510948
-5.165,9,3814.544343
-5.625,32,3814.653201
3.46,77,3814.927442
-5.505,26,3815.014951
-5.45,23,3815.09678
4.515,25,3815.181974
-5.225,12,3815.222731
4.625,19,3815.288429
-5.405,21,3815.359458
-5.275,14,3815.408268
-5.19,10,3815.448272
-5.46,23,3815.528237
-6.335,67,3815.76959
4.465,27,3815.876839
4.595,21,3815.955545
3.99,51,3816.15594
-5.275,14,3816.211177
4.395,31,3816.328318
4.185,41,3816.495761
4.25,38,3816.635996
4.15,43,3816.791676
4.82,9,3816.834005
4.265,37,3816.971929
-5.83,42,3817.125832
-6.15,58,3817.347504
-5.6,30,3817.46203
-5.29,15,3817.510664
3.75,63,3817.728173
4.07,47,3817.88504
4.86,7,3817.910708
-5.155,8,3817.939108
4.145,43,3818.091349
4.62,19,3818.156567
-5.28,14,3818.204667
4.345,33,3818.322384
-5.315,16,3818.377283
-5.325,17,3818.439923
-6.29,65,3818.655559
4.535,24,3818.732659
-5.19,10,3818.769942
-6.435,72,3819.001842
-5.455,23,3819.084523
-5.43,22,3819.154711
4.54,23,3819.234118
4.825,9,3819.263901
4.63,19,3819.325247
4.505,25,3819.409242
4.3,35,3819.547065
-5.275,14,3819.593915
4.485,26,3819.685937
4.225,39,3822.283885
-6.38,69,3822.520478
4.495,26,3822.614517
4.025,49,3822.784014
4.52,24,3822.866141
-5.595,30,3822.96774
4.065,47,3823.124352
4.01,50,3823.287149
3.995,51,3823.456589
-5.245,13,3823.500696
3.62,69,3823.887683
-5.25,13,3823.934406
3.99,51,3824.118584
-5.185,10,3824.15784
-5.795,40,3824.292982
-5.32,16,3824.354444
4.17,42,3824.502975
-5.61,31,3824.604195
4.155,43,3824.755734
-5.295,15,3824.806202
4.455,28,3824.904453
-5.8,40,3825.041354
4.33,34,3825.162836
4.42,29,3825.262983
4.23,39,3825.388694
4.62,19,3825.452178
4.855,8,3825.479061
4.61,20,3825.54673
-5.26,13,3825.595086
-5.58,29,3825.69887
3.965,52,3825.873022
4.515,25,3825.960058
3.86,57,3826.152298
4.815,10,3826.185407
-5.13,7,3826.212614
4.61,20,3826.282662
4.835,9,3826.317524
-6.22,61,3826.549186
-5.27,14,3826.598339
4.565,22,3826.672259
-5.205,11,3826.708806
4.33,34,3826.837403
-5.485,25,3826.924466
4.045,48,3827.088855
-5.605,31,3827.208372
-5.365,19,3827.274652
4.425,29,3827.370657
4.16,42,3826.992406
-5.35,18,3827.056015
4.65,18,3827.115712
4.595,21,3827.194301
-6.345,68,3827.424914
4.865,7,3827.44862
3.655,68,3827.687148
4.215,40,3827.830621
3.94,53,3828.011681
-6.005,51,3828.212186
4.62,19,3828.276225
4.895,6,3828.296643
4.185,41,3828.441956
4.435,29,3828.53656
4.045,48,3828.698262
-5.215,11,3828.735403
4.19,41,3828.875686
-5.14,7,3828.899674
-5.455,23,3831.390567
-0.66,33,3831.495629
-5.59,30,3831.599858
4.49,26,3831.689608
-0.74,37,3831.815048
3.715,65,3832.043806
4.345,33,3832.151103
3.665,67,3832.380372
-6.47,74,3832.625062
4.205,40,3832.767902
-5.515,26,3832.854888
4.855,8,3832.882905
-5.415,21,3832.957437
3.89,56,3833.142863
-5.6,30,3833.248091
4.225,39,3833.375136
-5.58,29,3833.469611
4.835,9,3833.502213
-6.2,60,3833.711019
4.845,8,3833.73843
-5.56,28,3833.832411
4.285,36,3833.954991
-6.44,72,3834.190122
4.885,6,3834.211257
-6.34,67,3834.437711
-5.375,19,3834.502667
-6.195,60,3834.703518
-5.515,26,3834.802351
-5.395,20,3834.872904
-5.605,31,3834.983674
4.15,43,3835.136452
4.875,7,3835.161431
-5.395,20,3835.233167
-5.98,49,3835.395274
4.405,30,3835.502001
4.4,30,3835.603807
3.805,60,3835.807573
-5.75,38,3835.935271
-5.18,9,3835.968474
4.37,32,3836.089751
-5.44,22,3836.178536
4.89,6,3836.198656
-5.37,19,3836.266798
-5.315,16,3836.331486
-5.315,16,3836.395251
-5.505,26,3836.497933
4.45,28,3836.599504
-5.6,30,3836.702323
-6.48,74,3836.963361
-5.75,38,3837.09803
-5.41,21,3837.172693
-5.375,19,3837.245634
4.465,27,3837.418202
-5.43,22,3837.591596
4.35,33,3837.72317
4.875,7,3837.745971
-5.615,31,3837.850482
3.8,60,3838.069029
3.82,59,3838.265619
-5.695,35,3838.377455
3.99,51,3838.557951
4.33,34,3841.127163
